iso_year,iso_week,censuscode,district,state,lat,lon,cases,deaths,is_outbreak,cases_lag1,cases_lag2,cases_lag3,cases_roll4w,temp_k,preci_mm,LAI,population_2024,pop_density_per_km2_2024,week_sin,week_cos,is_monsoon,growth_rate,cases_per_100k
2009,31,1,Kupwara,Jammu and Kashmir,34.6110236,74.23847867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.504,0.3233541594,13.0,6788762.0,3350.87,-0.5680647467311556,-0.8229838658936566,1.0,0.0,0.0
2010,35,1,Kupwara,Jammu and Kashmir,34.6110236,74.23847867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.504,0.3233541594,13.0,6788762.0,3350.87,-0.885456,-0.464723,1.0,0.0,0.0
2012,9,1,Kupwara,Jammu and Kashmir,34.6110236,74.23847867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.504,0.3233541594,13.0,6788762.0,3350.87,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0
2012,31,1,Kupwara,Jammu and Kashmir,34.6110236,74.23847867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.504,0.3233541594,13.0,6788762.0,3350.87,-0.5680647467311556,-0.8229838658936566,1.0,0.0,0.0
2012,32,1,Kupwara,Jammu and Kashmir,34.6110236,74.23847867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.504,0.3233541594,13.0,6788762.0,3350.87,-0.663122658240795,-0.7485107481711013,1.0,0.0,0.0
2012,33,1,Kupwara,Jammu and Kashmir,34.6110236,74.23847867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.504,0.3233541594,13.0,6788762.0,3350.87,-0.7485107481711011,-0.6631226582407952,1.0,0.0,0.0
2012,34,1,Kupwara,Jammu and Kashmir,34.6110236,74.23847867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.504,0.3233541594,13.0,6788762.0,3350.87,-0.8229838658936564,-0.5680647467311559,1.0,0.0,0.0
2012,35,1,Kupwara,Jammu and Kashmir,34.6110236,74.23847867,130.0,2.0,0.0,,,,,291.504,0.3233541594,13.0,6788762.0,3350.87,-0.885456,-0.464723,1.0,0.0,1.9149
2012,40,1,Kupwara,Jammu and Kashmir,34.6110236,74.23847867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.504,0.3233541594,13.0,6788762.0,3350.87,-0.992708874098054,0.1205366802553232,0.0,0.0,0.0
2013,32,1,Kupwara,Jammu and Kashmir,34.6110236,74.23847867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.504,0.3233541594,13.0,6788762.0,3350.87,-0.663122658240795,-0.7485107481711013,1.0,0.0,0.0
2014,46,1,Kupwara,Jammu and Kashmir,34.6110236,74.23847867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.504,0.3233541594,13.0,6788762.0,3350.87,-0.6631226582407955,0.7485107481711007,0.0,0.0,0.0
2015,11,1,Kupwara,Jammu and Kashmir,34.6110236,74.23847867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.504,0.3233541594,13.0,6788762.0,3350.87,0.970941817426052,0.23931566428755804,0.0,0.0,0.0
